marketZip,GeoCity,GeoState,GeoLat,GeoLng,GeoCounty
49945,LAKE LINDEN,MI,47.171387,-88.411829,HOUGHTON
49946,LANSE,MI,46.770407,-88.420959,BARAGA
49947,MARENISCO,MI,46.355107,-89.677422,GOGEBIC
49948,MASS CITY,MI,46.747447,-89.064864,ONTONAGON
49950,MOHAWK,MI,47.320067,-88.332572,KEWEENAW
49952,NISULA,MI,46.76952,-88.83397,HOUGHTON
49953,ONTONAGON,MI,46.827484,-89.348474,ONTONAGON
49955,PAINESDALE,MI,47.043333,-88.672222,HOUGHTON
49958,PELKIE,MI,46.794932,-88.625083,HOUGHTON
49959,RAMSAY,MI,46.470278,-89.996389,GOGEBIC
49960,ROCKLAND,MI,46.738056,-89.179444,ONTONAGON
49961,SIDNAW,MI,46.504722,-88.708333,HOUGHTON
49962,SKANEE,MI,46.874732,-88.173189,BARAGA
49963,SOUTH RANGE,MI,47.07,-88.643056,HOUGHTON
49964,STAMBAUGH,MI,46.081111,-88.626944,IRON
49965,TOIVOLA,MI,46.985447,-88.860657,HOUGHTON
49967,TROUT CREEK,MI,46.486426,-89.026962,ONTONAGON
49968,WAKEFIELD,MI,46.475184,-89.942446,GOGEBIC
49969,WATERSMEET,MI,46.25416,-89.210836,GOGEBIC
49970,WATTON,MI,46.513698,-88.599298,BARAGA
49971,WHITE PINE,MI,46.753889,-89.583889,ONTONAGON
50001,ACKWORTH,IA,41.37372,-93.376719,WARREN
50002,ADAIR,IA,41.513687,-94.644363,ADAIR
50003,ADEL,IA,41.62214,-94.037965,DALLAS
50005,ALBION,IA,42.11427,-92.98821,MARSHALL
50006,ALDEN,IA,42.51789,-93.384123,HARDIN
50007,ALLEMAN,IA,41.815886,-93.606305,POLK
50008,ALLERTON,IA,40.702301,-93.37239,WAYNE
50009,ALTOONA,IA,41.647549,-93.472415,POLK
50010,AMES,IA,42.029859,-93.639398,STORY
50011,AMES,IA,42.027,-93.6409,STORY
50012,AMES,IA,42.0261,-93.6136,STORY
50013,AMES,IA,42.0237,-93.6405,STORY
50014,AMES,IA,42.0293,-93.667,STORY
50020,ANITA,IA,41.449973,-94.779401,CASS
50021,ANKENY,IA,41.72755,-93.602175,POLK
50022,ATLANTIC,IA,41.400279,-95.010123,CASS
50023,ANKENY,IA,41.728746,-93.631939,POLK
50025,AUDUBON,IA,41.730032,-94.916412,AUDUBON
50026,BAGLEY,IA,41.834053,-94.441535,GUTHRIE
50027,BARNES CITY,IA,41.488269,-92.470338,MAHASKA
50028,BAXTER,IA,41.820369,-93.158332,JASPER
50029,BAYARD,IA,41.838599,-94.591533,GUTHRIE
50031,BEAVER,IA,42.039936,-94.103309,BOONE
50032,BERWICK,IA,41.665,-93.544722,POLK
50033,BEVINGTON,IA,41.371763,-93.812865,MADISON
50034,BLAIRSBURG,IA,42.493725,-93.659444,HAMILTON
50035,BONDURANT,IA,41.70166,-93.452689,POLK
50036,BOONE,IA,42.069354,-93.878083,BOONE
50037,BOONE,IA,42.059722,-93.88,BOONE
50038,BOONEVILLE,IA,41.533987,-93.881357,DALLAS
50039,BOUTON,IA,41.828432,-93.996286,DALLAS
50040,BOXHOLM,IA,42.170567,-94.105246,BOONE
50041,BRADFORD,IA,42.610434,-93.218068,FRANKLIN
50042,BRAYTON,IA,41.55236,-94.974017,AUDUBON
50043,BUCKEYE,IA,42.417222,-93.374722,HARDIN
50044,BUSSEY,IA,41.209422,-92.896252,MARION
50046,CAMBRIDGE,IA,41.90251,-93.530538,STORY
50047,CARLISLE,IA,41.481384,-93.49214,WARREN
50048,CASEY,IA,41.496116,-94.414475,GUTHRIE
50049,CHARITON,IA,41.022638,-93.30419,LUCAS
50050,CHURDAN,IA,42.161402,-94.493346,GREENE
50051,CLEMONS,IA,42.090041,-93.16878,MARSHALL
50052,CLIO,IA,40.680261,-93.486443,WAYNE
50054,COLFAX,IA,41.678785,-93.258816,JASPER
50055,COLLINS,IA,41.903226,-93.300808,STORY
50056,COLO,IA,42.013102,-93.307114,STORY
50057,COLUMBIA,IA,41.183814,-93.158217,MARION
50058,COON RAPIDS,IA,41.893957,-94.679979,CARROLL
50059,COOPER,IA,41.903433,-94.339073,GREENE
50060,CORYDON,IA,40.76131,-93.322549,WAYNE
50061,CUMMING,IA,41.484876,-93.75386,WARREN
50062,DALLAS,IA,41.221332,-93.253525,MARION
50063,DALLAS CENTER,IA,41.686248,-93.970657,DALLAS
50064,DANA,IA,42.10634,-94.232212,GREENE
50065,DAVIS CITY,IA,40.632075,-93.807022,DECATUR
50066,DAWSON,IA,41.832396,-94.217127,DALLAS
50067,DECATUR,IA,40.755258,-93.832598,DECATUR
50068,DERBY,IA,40.935476,-93.47959,LUCAS
50069,DE SOTO,IA,41.533285,-94.027582,DALLAS
50070,DEXTER,IA,41.519806,-94.2145,DALLAS
50071,DOWS,IA,42.661026,-93.505801,WRIGHT
50072,EARLHAM,IA,41.470916,-94.129443,MADISON
50073,ELKHART,IA,41.811384,-93.485458,POLK
50074,ELLSTON,IA,40.850485,-94.084116,RINGGOLD
50075,ELLSWORTH,IA,42.30086,-93.548979,HAMILTON
50076,EXIRA,IA,41.576771,-94.857145,AUDUBON
50078,FERGUSON,IA,41.936944,-92.865556,MARSHALL
50101,GALT,IA,42.691187,-93.603512,WRIGHT
50102,GARDEN CITY,IA,42.25266,-93.403068,HARDIN
50103,GARDEN GROVE,IA,40.771078,-93.611669,DECATUR
50104,GIBSON,IA,41.464206,-92.353121,KEOKUK
50105,GILBERT,IA,42.106944,-93.649444,STORY
50106,GILMAN,IA,41.901236,-92.810067,MARSHALL
50107,GRAND JUNCTION,IA,42.029578,-94.233629,GREENE
50108,GRAND RIVER,IA,40.813704,-93.954372,DECATUR
50109,GRANGER,IA,41.752355,-93.841002,DALLAS
50110,GRAY,IA,41.82663,-95.02272,AUDUBON
50111,GRIMES,IA,41.701838,-93.782109,POLK
50112,GRINNELL,IA,41.742081,-92.734432,POWESHIEK
50115,GUTHRIE CENTER,IA,41.683671,-94.486444,GUTHRIE
50116,HAMILTON,IA,41.175543,-92.924349,MARION
50117,HAMLIN,IA,41.650571,-94.915745,AUDUBON
50118,HARTFORD,IA,41.459629,-93.402213,WARREN
50119,HARVEY,IA,41.302972,-92.931843,MARION
50120,HAVERHILL,IA,41.93196,-92.945857,MARSHALL
50122,HUBBARD,IA,42.302208,-93.293928,HARDIN
50123,HUMESTON,IA,40.846922,-93.510117,WAYNE
50124,HUXLEY,IA,41.899434,-93.602381,STORY
50125,INDIANOLA,IA,41.35617,-93.571502,WARREN
50126,IOWA FALLS,IA,42.513756,-93.270943,HARDIN
50127,IRA,IA,41.731759,-93.164436,JASPER
50128,JAMAICA,IA,41.841931,-94.320367,GUTHRIE
50129,JEFFERSON,IA,42.009325,-94.388768,GREENE
50130,JEWELL,IA,42.313912,-93.642821,HAMILTON
50131,JOHNSTON,IA,41.673017,-93.702792,POLK
50132,KAMRAR,IA,42.394517,-93.727941,HAMILTON
50133,KELLERTON,IA,40.686127,-94.060693,RINGGOLD
50134,KELLEY,IA,41.948773,-93.664354,STORY
50135,KELLOGG,IA,41.718371,-92.911404,JASPER
50136,KESWICK,IA,41.461251,-92.239547,KEOKUK
50137,KILLDUFF,IA,41.608056,-92.904444,JASPER
50138,KNOXVILLE,IA,41.316446,-93.095427,MARION
50139,LACONA,IA,41.198832,-93.383801,WARREN
50140,LAMONI,IA,40.622852,-93.934899,DECATUR
50141,LAUREL,IA,41.882904,-92.926294,MARSHALL
50142,LE GRAND,IA,42.006944,-92.775278,MARSHALL
50143,LEIGHTON,IA,41.364677,-92.808125,MAHASKA
50144,LEON,IA,40.737334,-93.742903,DECATUR
50145,LIBERTY CENTER,IA,41.207668,-93.497391,WARREN
50146,LINDEN,IA,41.64225,-94.24058,DALLAS
50147,LINEVILLE,IA,40.600373,-93.486207,WAYNE
50148,LISCOMB,IA,42.184,-92.983279,MARSHALL
50149,LORIMOR,IA,41.1233,-94.063885,UNION
50150,LOVILIA,IA,41.12719,-92.929272,MONROE
50151,LUCAS,IA,41.058451,-93.483614,LUCAS
50152,LUTHER,IA,41.991934,-93.855394,BOONE
50153,LYNNVILLE,IA,41.569766,-92.787715,JASPER
50154,MC CALLSBURG,IA,42.166475,-93.397757,STORY
50155,MACKSBURG,IA,41.202792,-94.185673,MADISON
50156,MADRID,IA,41.884083,-93.844815,BOONE
50157,MALCOM,IA,41.769502,-92.535426,POWESHIEK
50158,MARSHALLTOWN,IA,42.040482,-92.91269,MARSHALL
50160,MARTENSDALE,IA,41.373056,-93.735556,WARREN
50161,MAXWELL,IA,41.89673,-93.400125,STORY
50162,MELBOURNE,IA,41.932348,-93.085627,MARSHALL
50163,MELCHER,IA,41.222912,-93.219404,MARION
50164,MENLO,IA,41.534797,-94.409002,GUTHRIE
50165,MILLERTON,IA,40.854889,-93.279586,WAYNE
50166,MILO,IA,41.29042,-93.445356,WARREN
50167,MINBURN,IA,41.756206,-94.01501,DALLAS
50168,MINGO,IA,41.789843,-93.288015,JASPER
50169,MITCHELLVILLE,IA,41.66089,-93.36995,POLK
50170,MONROE,IA,41.535619,-93.072551,JASPER
50171,MONTEZUMA,IA,41.592845,-92.527582,POWESHIEK
50173,MONTOUR,IA,41.970876,-92.700575,TAMA
50174,MURRAY,IA,41.037644,-93.952975,CLARKE
50201,NEVADA,IA,42.018983,-93.446219,STORY
50206,NEW PROVIDENCE,IA,42.269261,-93.175262,HARDIN
50207,NEW SHARON,IA,41.463976,-92.684815,MAHASKA
50208,NEWTON,IA,41.699173,-93.045456,JASPER
50210,NEW VIRGINIA,IA,41.160063,-93.711312,WARREN
50211,NORWALK,IA,41.486055,-93.657332,WARREN
50212,OGDEN,IA,42.035106,-94.006333,BOONE
50213,OSCEOLA,IA,41.029503,-93.771236,CLARKE
50214,OTLEY,IA,41.451806,-93.034778,MARION
50216,PANORA,IA,41.696684,-94.360613,GUTHRIE
50217,PATON,IA,42.165841,-94.273038,GREENE
50218,PATTERSON,IA,41.353912,-93.878174,MADISON
50219,PELLA,IA,41.408175,-92.917207,MARION
50220,PERRY,IA,41.839695,-94.102167,DALLAS
50222,PERU,IA,41.21454,-93.943729,MADISON
50223,PILOT MOUND,IA,42.160395,-94.010184,BOONE
50225,PLEASANTVILLE,IA,41.373836,-93.271206,MARION
50226,POLK CITY,IA,41.754905,-93.689346,POLK
50227,POPEJOY,IA,42.595628,-93.430867,FRANKLIN
50228,PRAIRIE CITY,IA,41.585425,-93.240986,JASPER
50229,PROLE,IA,41.382973,-93.734357,WARREN
50230,RADCLIFFE,IA,42.324064,-93.423364,HARDIN
50231,RANDALL,IA,42.247463,-93.62109,HAMILTON
50232,REASNOR,IA,41.579802,-93.019827,JASPER
50233,REDFIELD,IA,41.587349,-94.189733,DALLAS
50234,RHODES,IA,41.917717,-93.179586,MARSHALL
50235,RIPPEY,IA,41.92574,-94.213202,GREENE
50236,ROLAND,IA,42.164585,-93.506313,STORY
50237,RUNNELLS,IA,41.551549,-93.42025,POLK
50238,RUSSELL,IA,40.945557,-93.178371,LUCAS
50239,SAINT ANTHONY,IA,42.151974,-93.182431,MARSHALL
50240,SAINT CHARLES,IA,41.292443,-93.824195,MADISON
50241,SAINT MARYS,IA,41.297826,-93.736107,WARREN
50242,SEARSBORO,IA,41.56561,-92.698737,POWESHIEK
50243,SHELDAHL,IA,41.864444,-93.696944,POLK
50244,SLATER,IA,41.876511,-93.681155,STORY
50246,STANHOPE,IA,42.290407,-93.775081,HAMILTON
50247,STATE CENTER,IA,42.010911,-93.167283,MARSHALL
50248,STORY CITY,IA,42.183487,-93.598811,STORY
50249,STRATFORD,IA,42.284673,-93.90294,HAMILTON
50250,STUART,IA,41.518643,-94.304563,GUTHRIE
50251,SULLY,IA,41.573969,-92.845085,JASPER
50252,SWAN,IA,41.4717,-93.234165,MARION
50254,THAYER,IA,41.00293,-94.068639,UNION
50255,THORNBURG,IA,41.454722,-92.335556,KEOKUK
50256,TRACY,IA,41.275564,-92.875337,MARION
50257,TRURO,IA,41.207622,-93.840978,MADISON
50258,UNION,IA,42.252074,-93.056192,HARDIN
50259,GIFFORD,IA,42.288333,-93.090278,HARDIN
50261,VAN METER,IA,41.539415,-93.95303,DALLAS
50262,VAN WERT,IA,40.864451,-93.80733,DECATUR
50263,WAUKEE,IA,41.592959,-93.85916,DALLAS
50264,WELDON,IA,40.873906,-93.738743,DECATUR
50265,WEST DES MOINES,IA,41.580512,-93.744711,POLK
50266,WEST DES MOINES,IA,41.577222,-93.711111,POLK
50268,WHAT CHEER,IA,41.395276,-92.354789,KEOKUK
50269,WHITTEN,IA,42.260833,-93.005278,HARDIN
50271,WILLIAMS,IA,42.461376,-93.56774,HAMILTON
50272,WILLIAMSON,IA,41.102026,-93.26593,LUCAS
50273,WINTERSET,IA,41.339077,-94.008763,MADISON
50274,WIOTA,IA,41.384552,-94.840515,CASS
50275,WOODBURN,IA,41.00001,-93.608282,CLARKE
50276,WOODWARD,IA,41.845219,-93.905617,DALLAS
50277,YALE,IA,41.775309,-94.35026,GUTHRIE
50278,ZEARING,IA,42.15349,-93.292766,STORY
50301,DES MOINES,IA,41.6005,-93.6088,POLK
50302,DES MOINES,IA,41.6005,-93.6088,POLK
50303,DES MOINES,IA,41.6005,-93.6088,POLK
50304,DES MOINES,IA,41.6005,-93.6088,POLK
50305,DES MOINES,IA,41.6005,-93.6088,POLK
50306,DES MOINES,IA,41.6005,-93.6088,POLK
50307,DES MOINES,IA,41.6005,-93.6088,POLK
50308,DES MOINES,IA,41.6005,-93.6088,POLK
50309,DES MOINES,IA,41.588743,-93.621175,POLK
50310,DES MOINES,IA,41.625475,-93.673611,POLK
50311,DES MOINES,IA,41.601562,-93.674371,POLK
50312,DES MOINES,IA,41.585453,-93.671908,POLK
50313,DES MOINES,IA,41.638085,-93.620305,POLK
50314,DES MOINES,IA,41.603003,-93.632993,POLK
50315,DES MOINES,IA,41.544394,-93.619226,POLK
50316,DES MOINES,IA,41.609228,-93.599966,POLK
50317,DES MOINES,IA,41.612499,-93.549446,POLK
50318,DES MOINES,IA,41.6005,-93.6088,POLK
50319,DES MOINES,IA,41.594,-93.6146,POLK
50320,DES MOINES,IA,41.548693,-93.582674,POLK
50321,DES MOINES,IA,41.547628,-93.661846,POLK
50322,URBANDALE,IA,41.629479,-93.723042,POLK
50323,URBANDALE,IA,41.6256,-93.7995,POLK
50325,CLIVE,IA,41.606729,-93.745749,POLK
50327,DES MOINES,IA,41.583889,-93.519722,POLK
50328,DES MOINES,IA,41.6005,-93.6088,POLK
50329,DES MOINES,IA,41.6005,-93.6088,POLK
50330,DES MOINES,IA,41.6005,-93.6088,POLK
50331,DES MOINES,IA,41.6005,-93.6088,POLK
50332,DES MOINES,IA,41.6005,-93.6088,POLK
50333,DES MOINES,IA,41.6564,-93.623,POLK
50334,DES MOINES,IA,41.6005,-93.6088,POLK
50335,DES MOINES,IA,41.6005,-93.6088,POLK
50336,DES MOINES,IA,41.6005,-93.6088,POLK
50339,DES MOINES,IA,41.6005,-93.6088,POLK
50340,DES MOINES,IA,41.6005,-93.6088,POLK
50347,DES MOINES,IA,41.6005,-93.6088,POLK
50350,DES MOINES,IA,41.6005,-93.6088,
50359,DES MOINES,IA,41.6005,-93.6088,POLK
50360,DES MOINES,IA,41.6005,-93.6088,POLK
50361,DES MOINES,IA,41.6005,-93.6088,POLK
50362,DES MOINES,IA,41.6005,-93.6088,POLK
50363,DES MOINES,IA,41.6005,-93.6088,POLK
50364,DES MOINES,IA,41.6005,-93.6088,POLK
50367,DES MOINES,IA,41.6005,-93.6088,POLK
50368,DES MOINES,IA,41.6005,-93.6088,POLK
50369,DES MOINES,IA,41.6005,-93.6088,POLK
50380,DES MOINES,IA,41.6005,-93.6088,POLK
50381,DES MOINES,IA,41.6005,-93.6088,POLK
50391,DES MOINES,IA,41.6005,-93.6088,POLK
50392,DES MOINES,IA,41.5878,-93.6271,POLK
50393,DES MOINES,IA,41.6005,-93.6088,POLK
50394,DES MOINES,IA,41.6005,-93.6088,POLK
50395,DES MOINES,IA,41.6005,-93.6088,POLK
50396,DES MOINES,IA,41.6005,-93.6088,POLK
50397,DES MOINES,IA,41.6005,-93.6088,POLK
50398,WEST DES MOINES,IA,41.5772,-93.7111,POLK
50401,MASON CITY,IA,43.149869,-93.195379,CERRO GORDO
50402,MASON CITY,IA,43.153611,-93.200833,CERRO GORDO
50420,ALEXANDER,IA,42.811395,-93.445,FRANKLIN
50421,BELMOND,IA,42.851137,-93.620012,WRIGHT
50423,BRITT,IA,43.100582,-93.775175,HANCOCK
50424,BUFFALO CENTER,IA,43.373204,-93.937557,WINNEBAGO
50426,CARPENTER,IA,43.415,-93.014722,MITCHELL
50427,CHAPIN,IA,42.833611,-93.221944,FRANKLIN
50428,CLEAR LAKE,IA,43.140607,-93.384978,CERRO GORDO
50430,CORWITH,IA,42.992736,-93.932303,HANCOCK
50431,COULTER,IA,42.737222,-93.369722,FRANKLIN
50432,CRYSTAL LAKE,IA,43.218692,-93.794166,HANCOCK
50433,DOUGHERTY,IA,42.941633,-93.068586,CERRO GORDO
50434,FERTILE,IA,43.279514,-93.434485,WORTH
50435,FLOYD,IA,43.143049,-92.723988,FLOYD
50436,FOREST CITY,IA,43.269184,-93.635595,WINNEBAGO
50438,GARNER,IA,43.114395,-93.594394,HANCOCK
50439,GOODELL,IA,42.938298,-93.582426,HANCOCK
50440,GRAFTON,IA,43.311016,-93.079718,WORTH
50441,HAMPTON,IA,42.740531,-93.210954,FRANKLIN
50444,HANLONTOWN,IA,43.307234,-93.335065,WORTH
50446,JOICE,IA,43.376105,-93.445354,WORTH
50447,KANAWHA,IA,42.94338,-93.772801,HANCOCK
50448,KENSETT,IA,43.37391,-93.172805,WORTH
50449,KLEMME,IA,43.013643,-93.587944,HANCOCK
50450,LAKE MILLS,IA,43.416696,-93.533628,WINNEBAGO
50451,LAKOTA,IA,43.395283,-94.07055,KOSSUTH
50452,LATIMER,IA,42.759783,-93.351798,FRANKLIN
50453,LELAND,IA,43.307043,-93.751496,WINNEBAGO
50454,LITTLE CEDAR,IA,43.391861,-92.734376,MITCHELL
50455,MC INTIRE,IA,43.44999,-92.60485,MITCHELL
50456,MANLY,IA,43.289116,-93.201802,WORTH
50457,MESERVEY,IA,42.913696,-93.477298,CERRO GORDO
50458,NORA SPRINGS,IA,43.147858,-93.000221,FLOYD
50459,NORTHWOOD,IA,43.450604,-93.241943,WORTH
50460,ORCHARD,IA,43.235459,-92.719979,MITCHELL
50461,OSAGE,IA,43.28722,-92.814356,MITCHELL
50464,PLYMOUTH,IA,43.246046,-93.122628,CERRO GORDO
50465,RAKE,IA,43.476655,-93.917128,WINNEBAGO
50466,RICEVILLE,IA,43.371899,-92.555372,HOWARD
50467,ROCK FALLS,IA,43.198014,-93.076402,CERRO GORDO
50468,ROCKFORD,IA,43.057331,-92.952034,FLOYD
50469,ROCKWELL,IA,43.003167,-93.216737,CERRO GORDO
50470,ROWAN,IA,42.759644,-93.556966,WRIGHT
50471,RUDD,IA,43.141958,-92.888546,FLOYD
50472,SAINT ANSGAR,IA,43.406107,-92.923523,MITCHELL
50473,SCARVILLE,IA,43.467286,-93.64233,WINNEBAGO
50475,SHEFFIELD,IA,42.877881,-93.215583,FRANKLIN
50476,STACYVILLE,IA,43.445687,-92.761031,MITCHELL
50477,SWALEDALE,IA,42.962167,-93.311529,CERRO GORDO
50478,THOMPSON,IA,43.387497,-93.751671,WINNEBAGO
50479,THORNTON,IA,42.968405,-93.408787,CERRO GORDO
50480,TITONKA,IA,43.245606,-94.036656,KOSSUTH
50481,TOETERVILLE,IA,43.442222,-92.890278,MITCHELL
50482,VENTURA,IA,43.126178,-93.4706,CERRO GORDO
50483,WESLEY,IA,43.09765,-94.003776,KOSSUTH
50484,WODEN,IA,43.222564,-93.910925,HANCOCK
50501,FORT DODGE,IA,42.508817,-94.180737,WEBSTER
